Entity,Year,Biofuels Production - Kboed - Total,Biofuels Production - Kboed - Biogasoline,Biofuels Production - Kboed - Biodiesel,Biofuels Production - PJ - Total,Biofuels Production - PJ - Biogasoline,Biofuels Production - PJ - Biodiesel,Carbon Dioxide Emissions,Coal - Prices,Coal - Reserves - Anthracite and bituminous,Coal - Reserves - Sub-bituminous and lignite,Coal - Reserves - Total,Coal Consumption - EJ,Coal Production - EJ,Coal Production - Tonnes,Electricity Generation ,Gas - Prices ,Gas - Proved reserves,Gas - Proved reserves history ,Gas Consumption - Bcf,Gas Consumption - Bcm,Gas Consumption - EJ,Gas Production - Bcf,Gas Production - Bcm,Gas Production - EJ,Geo Biomass Other - EJ,Geo Biomass Other - TWh,Geothermal Capacity,Hydro Consumption - EJ,Hydro Generation - TWh,Nuclear Consumption - EJ,Nuclear Generation - TWh,Oil - Proved reserves,Oil - Proved reserves history,Oil - Refinery throughput,Oil - Refining capacity,Oil - Spot crude prices,Oil Consumption - Barrels,Oil Consumption - Tonnes,Oil Production - Barrels,Oil Production - Tonnes,Primary Energy Consumption,Renewables Power - EJ,Renewables Power - Twh,Solar Capacity,Solar Consumption - EJ,Solar Generation - TWh,Wind Capacity,Wind Consumption - EJ,Wind Generation -TWh,Cobalt and Lithium - Prices - Cobalt,Cobalt and Lithium - Prices - Lithium Carbonate,Cobalt Production-Reserves - Production,Cobalt Production-Reserves - Reserves,Elec Gen by fuel - Oil,Elec Gen by fuel - Natural Gas,Elec Gen by fuel - Coal,Elec Gen by fuel - Nuclear energy,Elec Gen by fuel - Hydro electric,Elec Gen by fuel - Renewables,Elec Gen by fuel - Other #,Elec Gen by fuel - Total,Elec Gen from Coal,Elec Gen from Gas,Elec Gen from Oil,Elec Gen from Other,Graphite Production-Reserves,Lithium Production-Reserves,Oil - Crude prices since 1861,Oil Consumption - EJ,Primary Energy - Cons by fuel - Oil,Primary Energy - Cons by fuel - Natural Gas,Primary Energy - Cons by fuel - Coal,Primary Energy - Cons by fuel - Nuclear energy,Primary Energy - Cons by fuel - Hydro electric,Primary Energy - Cons by fuel - Renewables,Primary Energy - Cons by fuel - Total,Primary Energy - Cons capita,Rare Earth Production-Reserves,Renewables Generation by source - Wind,Renewables Generation by source - Solar,Renewables Generation by source - Other renewables+,Renewables Generation by source - Total,Biofuels Consumption - Kboed - Total,Biofuels Consumption - Kboed - Biogasoline,Biofuels Consumption - Kboed - Biodiesel,Biofuels Consumption - PJ - Total,Biofuels Consumption - PJ - Biogasoline,Biofuels Consumption - PJ - Biodiesel,Total Liquids - Consumption,Renewables Consumption - EJ
Europe (other),1985,,,,,,,169.8115124,,,,,0.852393715,1.845919019,146.3262888,93.76181234,,,0.344932466,0.935644258,9.670491812,0.348137705,1.842486481,19.04329586,0.685558651,0,0,,0.330126985,33.01269853,0.04053,4.053,,2.249543238,284.0224375,694,,450.0473287,22.91150156,701.1488767,33.927,2.544910632,0,0,,0,0,,0,0,,,,,,,,,,,,,291.3616017,77.4753329,70.67360088,11.47481881,,,,0.973722227,,,,,,,,76.3835645,,,,,,,,,,,,450.0473287,0
Europe (other),1986,,,,,,,175.7783476,,,,,0.868512465,1.870253113,150.6519946,99.07997671,,,0.339402466,0.986617395,10.19733232,0.367103964,1.692189206,17.48987579,0.629635528,0,0,,0.375456529,37.54565288,0.04019,4.019,,2.282766806,329.5286862,749,,471.6667581,23.93185107,705.306274,34.219,2.669940306,0,0,,0,0,,0,0,,,,,,,,,,,,,285.7943571,74.16226123,75.74840211,11.65443216,,,,1.018677349,,,,,,,,79.37992329,,,,,,,,,,,,471.6667581,0
Europe (other),1987,,,,,,,171.6835692,,,,,0.843893651,1.743542796,145.2188799,101.3340884,,,0.333182466,1.090015106,11.26601491,0.405576537,1.715119127,17.72687144,0.638167372,0,0,,0.386752884,38.67528844,0.04495,4.495,,2.163063995,329.4483568,749,,474.1118191,24.03826882,683.9842466,33.177,2.703127353,0,0,,0,0,,0,0,,,,,,,,,,,,,292.4313231,73.08768,68.23362016,11.14536998,,,,1.021954281,,,,,,,,79.62331647,,,,,,,,,,,,474.1118191,0
Europe (other),1988,,,,,,,177.7061401,,,,,0.850675837,1.58920347,139.4087573,103.9332528,,,0.329310794,1.102327033,11.4244811,0.41128132,1.648368839,17.08364041,0.615011055,0,0,,0.386876748,38.68767479,0.04135,4.135,,2.240227563,360.3716408,750,,507.0778704,25.7647129,662.0808743,32.237,2.786188251,0,0,,0,0,,0,0,,,,,,,,,,,,,294.8649296,77.09851914,55.71604941,12.1900424,,,,1.096004346,,,,,,,,81.4033269,,,,,,,,,,,,507.0778704,0
Europe (other),1989,,,,,,,172.5969222,,,,,0.819148803,1.627846961,146.056807,104.5295224,,,0.332360785,1.162107934,12.01114116,0.432401082,1.700593188,17.57673641,0.632762511,0,0,,0.356423995,35.64239955,0.04688,4.688,,2.040837131,355.2138083,752,,486.9095355,24.72214909,641.8854521,31.055,2.705406924,0,0,,0,0,,0,0,,,,,,,,,,,,,305.6363947,83.59630335,71.04596288,12.81347588,,,,1.050553044,,,,,,,,78.58588424,,,,,,,,,,,,486.9095355,0
Europe (other),1990,0,,,0,,,131.5787555,,,,,0.660594257,1.582272744,141.3185283,74.52947626,,,0.330208664,0.810525446,8.377307527,0.301583071,1.574233845,16.27073044,0.585746296,0,0,0,0.232851958,23.28519583,0,0,,1.991545434,393.9724379,752,,327.5641079,16.83041412,631.9097808,30.696,1.91035479,0,0,,0,0,,0,0,,,,,,,,,,,,,311.315135,76.92121535,67.70698148,10.87037067,,,,0.715325504,,,,,,,,74.22133706,,,,,,0,,,0,,,327.5641079,0
Europe (other),1991,0,,,0,,,109.607917,,,,,0.562334196,1.404715137,125.4541175,72.57677053,,,0.317849971,0.761982223,7.875581754,0.283520943,1.588491979,16.41809752,0.591051511,0,0,,0.285061331,28.50613309,0,0,,2.378071434,301.3533702,675,,252.7902499,13.02816806,636.0604658,30.914,1.683994811,0,0,,0,0,,0,0,,,,,,,,,,,,,315.1553249,74.34963919,73.859812,11.44195874,,,,0.553078341,,,,,,,,65.45826393,,,,,,0,,,0,,,252.7902499,0
Europe (other),1992,0.056168925,,,0.1258,,,96.24667232,,,,,0.5306403,1.339242454,120.2427745,59.70994253,,,0.318142584,0.722627364,7.489286229,0.269614304,1.541150536,15.97243346,0.575007604,0,0,,0.247017144,24.70171436,0,0,,2.202305002,211.4284413,596,,191.5216361,10.06561797,600.6921858,29.236,1.472723236,0,0,,0,0,,0,0,,,,,,,,,,,,,296.1596199,65.93497664,64.3738559,12.03453809,,,,0.425451488,,,,,,,,57.47174051,,,,,,0.031959252,,,0.071578259,,,191.5216361,0
Europe (other),1993,0.092766985,,,0.2072,,,83.63457496,,,,,0.482835315,1.179729494,106.25962,53.80961026,,,0.290701475,0.499908395,5.166878327,0.18600762,1.598751233,16.52413359,0.594868809,0,0,,0.226137814,22.61378139,0,0,,2.136846443,190.6603301,598,,171.4369435,8.857008553,556.0426575,26.939,1.27056427,4.27273E-06,0.000427273,,0,0,,4.27273E-06,0.000427273,,,,,,,,,,,,,281.4645828,65.92625141,59.07284352,10.65995448,,,,0.375579248,,,,,,,,49.90681859,,,,,,0.068729352,,,0.153510668,,,171.4369435,4.27273E-06
Europe (other),1994,0.152402904,,,0.3404,,,65.43014299,,,,,0.341911556,1.061817227,95.8936676,56.82916689,,,0.251666842,0.374706572,3.872836074,0.139422099,1.489807119,15.39812533,0.554332512,0,0,,0.2548878,25.48877999,0,0,,2.024182458,168.8309859,600,,159.3227272,8.239539146,558.739863,27.068,1.085768601,6.11111E-06,0.000611111,,0,0,,6.11111E-06,0.000611111,,,,,,,,,,,,,291.3905501,70.39021697,59.44471573,10.80145097,,,,0.349541036,,,,,,,,42.98131253,,,,,,0.131191119,,,0.29302235,,,159.3227272,6.11111E-06
Europe (other),1995,0.19547329,,,0.4366,,,68.90767615,,,,,0.387374343,1.068766869,99.32356628,56.80415201,,,0.255221789,0.355930321,3.678771311,0.132435767,1.542876254,15.94662934,0.574078656,0,0,0,0.25601664,25.601664,0,0,,1.980503288,175.3978631,600,,152.8336263,7.963300789,531.4233699,25.637,1.113423474,5.75758E-06,0.000575758,,0,0,,5.75758E-06,0.000575758,,,,,,,,,,,,,292.9141263,73.05920344,66.04994472,12.04440882,,,,0.337590966,,,,,,,,44.42968214,,,,,,0.296833463,,,0.662993343,,,152.8336263,5.75758E-06
Europe (other),1996,0.323797332,,,0.7252,,,72.43873038,,,,,0.406697162,1.048051366,96.33868687,61.45958438,,,0.21011985,0.260495054,2.699762168,0.097191438,1.429806592,14.81846848,0.533464865,0.000142855,0.0142855,,0.319275101,31.92751011,0,0,,2.103942253,192.8030339,601,,183.5375812,9.177734282,502.6245628,24.284,1.217168485,0.000148714,0.014871359,4.9,0,0,,5.85859E-06,0.000585859,,,,,,,,,,,,,317.4648391,81.28831827,66.77031342,13.52353993,,,,0.39385607,,,,,,,,49.15484491,,,,,,0.410016345,,,0.918302358,,,183.5375812,0.000148714
Europe (other),1997,0.484487809,,,1.082129317,,,82.3876186,,,,,0.463252476,1.097201669,103.2795122,64.47032816,,,0.19462054,0.334363425,3.455863415,0.124411083,1.302951559,13.46685161,0.484806658,0.00012857,0.012857,,0.28956454,28.95645402,0,0,,1.947461984,216.927833,605,,203.1444835,10.05333934,481.2187452,23.1261,1.3101312,0.000134126,0.013412556,5.2,0,0,20,5.55556E-06,0.000555556,,,,,,,,,,,,,303.1476093,73.95358597,66.97287659,14.73354617,,,,0.432768975,,,,,,,,53.55449313,,,,,,0.603781599,,,1.348578346,,,203.1444835,0.000134126
Europe (other),1998,0.284602055,,,0.635673843,,,85.18185463,,,,,0.513381602,0.98842465,95.03273189,65.62417669,,,0.168475525,0.302486433,3.126393973,0.112550183,1.193807427,12.33877603,0.444195937,0.000142855,0.0142855,,0.292217556,29.22175559,0,0,,1.896463918,203.6936696,554,,193.1276699,9.590081813,463.4193644,22.2859,1.330448353,0.00014837,0.014837015,5.4,0,0,22,5.51515E-06,0.000551515,,,,,,,,,,,,,300.0705414,85.72803705,77.3194576,15.71456133,,,,0.412150641,,,,,,,,55.03096901,,,,,,0.657003745,,,1.467452843,,,193.1276699,0.00014837
Europe (other),1999,0.530436977,,,1.184759228,,,73.21058082,,,,,0.422374086,0.929395878,89.25227549,61.94672733,,0.202866263,0.202866263,0.274910693,2.841380777,0.102289708,1.124881873,11.62638561,0.418549882,0.00011802,0.011802,,0.314153479,31.4153479,0,0,2.040868595,2.040868595,185.137725,544,,170.8601604,8.719859647,431.9095533,20.757696,1.209851001,0.000123697,0.012369677,6,0,0,25,5.67677E-06,0.000567677,,,,,,,,,,,,,282.4721141,103.0480225,72.68293899,15.39897585,,,,0.370910031,,,,,,,,50.59686777,,,,,,0.823497145,,,1.839324717,,,170.8601604,0.000123697
Europe (other),2000,1.136984717,,,2.546473475,,,84.13350193,,,,,0.503821139,0.911282668,90.61587129,63.37613314,,,0.181886645,0.28926852,2.997969423,0.107926899,1.076939897,11.16136966,0.401809308,0.00011311,0.011311,0,0.280548678,28.05486785,0,0,,2.071189938,188.1166377,477,,186.268581,9.578364598,419.5172078,20.633705,1.299281914,0.000118393,0.011839283,8.648,0,0,21.385,5.28283E-06,0.000528283,,,,,,,,,,,,,299.4616273,108.8310591,57.06852497,18.72688157,,,,0.406866804,,,,,,,,54.87570957,,,,,,1.117938517,,,2.503816226,,,186.268581,0.000118393
Europe (other),2001,2.295249245,,,5.126561387,,,88.85089561,,,,,0.500798181,0.922068227,91.7755632,63.10890957,,,0.182836063,0.295715539,3.056412386,0.110030846,1.049812071,10.85049039,0.390617654,0.000110483,0.0111205,0,0.270446436,27.22140601,0,0,,1.974587896,200.4805207,482,,216.9072519,11.19454087,419.3733635,20.517167,1.35619541,0.000116892,0.011765591,10.058,1.35117E-06,0.000136,22.603,5.05785E-06,0.000509091,,,,,,,,,,,,,301.5512109,116.8942757,61.11191255,17.9349279,,,,0.474803055,,,,,,,,57.59714329,,,,,,1.393074927,,,3.111507017,,,216.9072519,0.000116892
Europe (other),2002,2.476251135,,,5.530838745,,,94.43295851,,,,,0.53051365,0.954158867,94.96627897,62.57772231,,,0.170900943,0.304642125,3.148674452,0.11335228,1.046283198,10.8140172,0.389304619,0.000103132,0.010448,2,0.26835346,27.18613487,0,0,,1.97519154,210.3609592,447,,233.1149115,11.98510265,433.9897735,21.266234,1.421414983,0.000111331,0.011278586,11.722,2.6849E-06,0.000272,50.581,5.51378E-06,0.000558586,,,,,,,,,,,,,303.7481921,132.2347386,57.79831008,20.34325197,,,,0.509084262,,,,,,,,60.40900655,,,,,,1.229688212,,,2.746574091,,,233.1149115,0.000111331
Europe (other),2003,2.703192438,,,6.037724227,,,101.2460077,,,,,0.561897141,1.028038234,101.3521891,65.96867503,,,0.16486716,0.309707119,3.201024458,0.11523688,1.003833941,10.37527653,0.373509955,0.000108076,0.0110195,2,0.265284379,27.04860335,0,0,,2.087590714,217.1889062,447,,255.5390909,13.1799394,437.6187628,21.502044,1.502070298,0.000141375,0.014414732,25.593,3.64846E-06,0.000372,72.336,2.96509E-05,0.003023232,,,,,,,,,,,,,332.7781527,145.989173,53.02213848,21.73995085,,,,0.559510522,,,,,,,,64.02854813,,,,,,1.167659205,,,2.608029,,,255.5390909,0.000141375
Europe (other),2004,2.971382152,,,6.654923082,,,107.1235078,,,,,0.581094108,0.922253571,93.13841306,70.54048532,,,0.16541958,0.382679688,3.966079698,0.142778869,1.046775883,10.84875082,0.390555029,0.000256251,0.026295,2,0.305292496,31.3273999,0,0,,1.989283078,216.7356851,420,,277.1541126,14.11820231,429.3562413,21.102315,1.631105713,0.000334766,0.034351848,37.313,4.59975E-06,0.000472,107.872,7.3916E-05,0.007584848,,,,,,,,,,,,,314.5532741,151.5050582,47.62662161,22.24573155,,,,0.601605473,,,,,,,,69.72209967,,,,,,0.610796847,,,1.367984941,,,277.1541126,0.000334766
Europe (other),2005,4.578723318,,,10.2268223,,,103.8682568,,,,,0.532634776,0.915532211,97.75420781,73.66825293,,,0.17108971,0.373672506,3.862148328,0.13903734,0.986598843,10.19714058,0.367097061,0.000262347,0.027092,0.9,0.310178663,32.03152202,0,0,,1.944839824,203.0510389,420,,289.7178079,14.68198189,408.4005261,20.03772012,1.608609636,0.000378728,0.039110465,37.626,5.53899E-06,0.000572,156.396,0.000110842,0.011446465,,,,,,,,,,,,,302.3087133,154.4281694,51.10748837,22.49380406,,,,0.62638013,,,,,,,,68.97570095,,,,,,0.413327624,,,0.923189253,,,289.7178079,0.000378728
Europe (other),2006,6.63614878,,,14.82219161,,,108.2584757,,,,,0.559202418,0.998529202,103.7082666,74.96611213,,,0.167530403,0.430521865,4.449723424,0.160190043,1.045386899,10.80475336,0.388971121,0.000292763,0.030424434,0.9,0.287924275,29.92154235,0,0,,1.909808116,186.9049583,401,,298.090662,15.04166218,399.3367083,19.631149,1.649246991,0.000453571,0.047135828,40.551,5.50415E-06,0.000572,234.856,0.000155304,0.016139394,,,,,,,,,,,,,318.6579382,160.3985279,46.71141275,23.3319662,,,,0.641476683,,,,,,,,70.9346985,,,,,,3.188291191,,,7.121218119,,,298.090662,0.000453571
Europe (other),2007,8.591675016,,,19.18996357,,,109.6713107,,,,,0.529458638,0.634851782,60.33006554,71.52213627,,,0.180893445,0.41310238,4.269681722,0.153708542,0.967622509,10.00100782,0.360036282,0.000406001,0.042457635,0.9,0.244222165,25.53957282,0,0,,1.88636579,196.182933,401,,313.696253,15.82148798,397.3685205,19.57309636,1.601421942,0.000577173,0.060357918,42.406,9.29475E-06,0.000972,368.997,0.000161877,0.016928283,,,,,,,,,,,,,323.1072605,165.9862148,43.19182112,24.25278968,,,,0.673455424,,,,,,,,69.11198836,,,,,,7.835870328,,,17.50183356,,,313.696253,0.000577173
Europe (other),2008,16.62375824,,,37.23177525,,,110.7275783,,,,,0.571471252,0.639989763,64.07673044,77.57719797,,,0.171486806,0.351280864,3.640663317,0.131063879,0.91134601,9.445160067,0.340025762,0.000333602,0.0351045,0.9,0.26156414,27.5240696,0,0,,1.867593569,181.1070771,398,,314.115049,15.83048492,377.4555934,18.62237045,1.639303719,0.000478829,0.050386601,46.567,1.11376E-05,0.001172,524.378,0.00013409,0.014110101,,,,,,,,,,,,,306.291764,165.9938681,39.83497504,24.60732492,,,,0.674725618,,,,,,,,71.00781703,,,,,,15.76222643,,,35.30222609,,,314.115049,0.000478829
Europe (other),2009,19.78663368,,,44.19449977,,,111.1994925,,,,,0.580064572,0.647442908,65.96034027,80.37342429,,0.164009681,0.164009681,0.28602065,2.956209404,0.106423539,0.895088159,9.251318151,0.333047453,0.000360228,0.038141805,0.9,0.301530246,31.92673189,0,0,2.040266737,2.040266737,198.6932058,420,,314.9344919,15.83753314,356.6866588,17.57225565,1.66364518,0.000542362,0.057426573,57.228,2.94487E-05,0.003118101,763.41,0.000152685,0.016166667,,,,,,,,,,,,,288.3623683,162.1993935,35.6472578,25.86527388,,,,0.675084462,,,,,,,,72.33951043,,,,,,19.47956321,,,43.50864152,,,314.9344919,0.000542362
Europe (other),2010,19.91751287,,,44.4868254,,,112.8608385,,,,,0.583328499,0.660120516,68.52979281,87.208634,,,0.160156336,0.343887244,3.554298277,0.127954738,0.904502492,9.34862141,0.336550371,0.000348822,0.037162076,0.9,0.380641791,40.5520339,0,0,,1.939405151,184.0934528,420,,318.5106944,16.09477623,341.6443637,16.86070636,1.7767443,0.000552083,0.058816639,113.352,5.55986E-05,0.00592325,1030.161,0.000147662,0.015731313,,,,,,,,,,,,,291.8517836,179.004621,33.02809792,26.50667692,,,,0.684244623,,,,,,,,77.55824176,,,,,,22.64297674,,,50.57429406,,,318.5225083,0.000574649
Europe (other),2011,21.85735195,,,48.81955927,,,120.9219825,,,,,0.655649564,0.659360712,70.42921703,81.59342373,,,0.168807831,0.408565269,4.222787729,0.152020358,0.894934174,9.249726622,0.332990158,0.000400422,0.042921,0.9,0.251079084,26.91305216,0,0,,1.918656854,157.8259457,404,,319.7285709,16.10791097,336.2718936,16.65156336,1.745142897,0.000688237,0.073771828,677.981,0.000141506,0.015168,1323.266,0.000146309,0.015682828,,,,,,,,,,,,,293.3344507,174.0374172,26.82286257,27.92401156,,,,0.68564059,,,,,,,,76.51293794,,,,,,27.49091618,,,61.40242491,,,319.7626319,0.0007533
Europe (other),2012,25.97454424,,,58.17447409,,,112.8185656,,,,,0.590122797,0.587359233,63.17989982,79.34429745,,,0.168957186,0.380780935,3.946401086,0.142070439,0.807691598,8.370889147,0.301352009,0.000509335,0.054928288,0.9,0.255863349,27.5931063,0,0,,1.763239271,132.2003543,426,,299.6937283,15.20376987,335.9746828,16.70144742,1.635918219,0.000921576,0.099385595,852.246,0.000301839,0.032551247,1624.712,0.000110402,0.011906061,,,,,,,,,,,,,277.8689086,148.4275411,25.74326954,28.68191242,,,,0.646828187,,,,,,,,72.04857139,,,,,,31.0482233,,,69.53785388,,,299.752134,0.001033447
Europe (other),2013,27.73291203,,,61.94293552,,,113.0397895,,,,,0.610815981,0.685418353,72.20698164,90.13734002,,,0.16249764,0.404367384,4.179399852,0.150458395,0.692443178,7.15685051,0.257646618,0.000638267,0.069249937,0.9,0.332083337,36.02995678,0,0,,1.757511526,136.4384104,376,,297.5641797,14.86628042,344.2512495,17.11724582,1.729059529,0.001345374,0.145968695,1055.245,0.000487047,0.052843,1719.338,0.00022006,0.023875758,,,,,,,,,,,,,270.7753796,124.8596814,21.80832365,29.07197781,,,,0.634157574,,,,,,,,76.49172324,,,,,,38.19973752,,,85.32114752,,,297.6682894,0.001544243
Europe (other),2014,28.08281408,,,62.72446037,,,102.6157721,,,,,0.504003393,0.657402436,67.82500771,80.14823687,,,0.156263893,0.398205935,4.115717277,0.148165822,0.612631905,6.331949103,0.227950168,0.000624715,0.068187877,0.965,0.298391744,32.56955638,0,0,,1.715947747,127.9436438,376,,296.5669992,14.89273435,339.2065873,16.92024599,1.586337098,0.001916701,0.209208591,1213.386,0.000952762,0.10399425,1892.336,0.000339224,0.037026465,,,,,,,,,,,,,242.6418729,102.7885598,20.90346871,29.52753279,,,,0.633574581,,,,,,,,70.47138841,,,,,,36.56597815,,,81.67205898,,,296.7161244,0.002201558
Europe (other),2015,31.62229927,,,70.630089,,,111.9063305,,,,,0.575634281,0.598179548,62.17554985,85.36922653,,,0.151082553,0.437277335,4.519545594,0.162703641,0.587939097,6.076732875,0.218762383,0.000960737,0.105492721,0.965,0.29421086,32.30550619,0,0,,1.694885244,140.8564932,376,,306.5647288,15.39012406,331.3578753,16.53116226,1.692320182,0.003658229,0.401687848,1322.599,0.002164044,0.2376205,2217.902,0.000533447,0.058574626,,,,,,,,,,,,,241.6017701,124.1899359,20.66764868,30.35941561,,,,0.655848563,,,,,,,,75.45930199,,,,,,37.46379365,,,83.6773777,,,306.7032537,0.003922836
Europe (other),2016,33.33852081,,,74.66737038,,,116.9845363,,,,,0.599124469,0.562534478,58.92844842,89.18912369,,,0.146035141,0.445751897,4.619757998,0.166311288,0.837369046,8.678465242,0.312424749,0.0010887,0.120255074,0.974,0.323265899,35.70714833,0,0,,1.689123459,147.9017666,376,,327.3826105,16.43077075,313.2705357,15.63152626,1.794596876,0.004753286,0.525036206,1452.68,0.00285326,0.315163981,2472.15,0.000811327,0.089617151,,,,,,,,,,,,,232.6430871,151.3801786,21.51628101,31.08304726,,,,0.700882948,,,,,,,,80.24359807,,,,,,43.34810031,,,97.08555096,,,327.5178215,0.005012272
Europe (other),2017,35.23469081,,,78.69855783,,,120.6364581,,,,,0.593635097,0.56805136,62.49012321,83.15080697,,,0.142748663,0.513863949,5.311118051,0.19120025,0.869299503,8.984775629,0.323451923,0.001514074,0.168230427,3.965,0.258962968,28.77366307,0,0,,1.621096808,165.4466711,358,,343.1426874,17.26794698,302.8666687,15.01841258,1.786536436,0.00756617,0.840685509,1707.917,0.003408485,0.3787205,2744.42,0.002643611,0.293734582,,,,,,,,,,,,,232.6123357,172.2140466,21.6800365,32.42363014,,,,0.734888865,,,,,,,,80.06918283,,,,,,49.92723351,,,111.5151342,,,343.2908863,0.007849257
Europe (other),2018,38.95096452,,,86.999053,,,121.476923,,,,,0.604589174,0.818595807,94.17513801,92.50797799,,0.139344067,0.139344067,0.515916416,5.332331633,0.191963939,0.818541799,8.460161746,0.304565823,0.001767048,0.19749359,3.965,0.346969027,38.7788913,0,0,1.614749443,1.614749443,165.8253318,358,,341.8785604,17.23847393,307.553565,15.2391946,1.886720141,0.009689719,1.082968542,1791.229,0.002309688,0.258141576,2917.987,0.005612983,0.627333376,,,,,19.53785094,157.5143356,215.8162007,651.0623504,467.5435812,230.7793387,35.24165239,1777.49531,215.8162007,157.5143356,19.53785094,35.24165239,,,,0.733123244,2.614270936,1.08856053,1.412827596,0.328768547,0.704109144,0.514340962,6.662877715,84.73265377,,0.627333376,0.258141576,0.19749359,1.082968542,52.51963075,,,117.3053914,,,342.0801315,0.010074756
Europe (other),2019,39.92773828,,,89.18072921,,,138.5965968,,1109,5172,6281,0.765679319,0.645717282,67.45407834,88.62249266,,4.788923208,0.135607219,0.524007277,5.415955939,0.194974414,0.712606278,7.365249251,0.265148973,0.002043099,0.229191356,3.965,0.303677694,34.06605012,0,0,0.227564564,1.628721185,121.2614338,358,,346.4839542,17.47245751,298.0316653,14.77784213,2.025780265,0.018014939,2.020885364,2063.509,0.002620837,0.294001102,3372.293,0.013351003,1.497692906,,,,,19.01039572,179.0991681,175.6358227,651.8608624,437.9911062,258.2605799,27.89095241,1749.748888,175.6358227,179.0991681,19.01039572,27.89095241,,,,0.743048862,2.632797992,1.084026178,1.433142702,0.337654257,0.619366324,0.564139645,6.671127097,91.16405934,,1.497692906,0.294001102,0.229191356,2.020885364,55.71953124,,,124.4525395,,,346.6855253,0.018399977
Finland,1965,,,,,,,24.74335815,,,,,0.072935354,,,,,,,0,0,0,,,,0,0,,0.093535354,9.353535354,0,0,,,,60,,110.5699452,5.721,,,0.409418444,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,0.242947737,,,,,,,,89.615656,,,,,,,,,,,,110.5699452,0
Finland,1966,,,,,,,28.08549944,,,,,0.067696327,,,,,,,0,0,0,,,,0,0,,0.103808081,10.38080808,0,0,,,,84,,134.5030137,6.923,,,0.466217208,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,0.2947128,,,,,,,,101.7693745,,,,,,,,,,,,134.5030137,0
Finland,1967,,,,,,,28.87374495,,,,,0.065130824,,,,,,,0,0,0,,,,0,0,,0.116292929,11.62929293,0,0,,,,110,,141.2494521,7.249,,,0.490205095,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,0.308781342,,,,,,,,106.8296834,,,,,,,,,,,,141.2494521,0
Finland,1968,,,,,,,33.15794987,,,,,0.078439028,,,,,,,0,0,0,,,,0,0,,0.104888889,10.48888889,0,0,,,,130,,159.5106011,8.224,,,0.533344056,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,0.350016139,,,,,,,,116.0952586,,,,,,,,,,,,159.5106011,0
Finland,1969,,,,,,,38.85787105,,,,,0.09409699,,,,,,,0,0,0,,,,0,0,,0.087454545,8.745454545,0,0,,,,185,,184.5926027,9.563,,,0.588071488,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,0.406519952,,,,,,,,127.8129254,,,,,,,,,,,,184.5926027,0
Finland,1970,,,,,,,43.17203309,,,,,0.095643,,,,,,,0,0,0,,,,0,0,,0.095242424,9.524242424,0,0,,,,185,,207.4605205,10.763,,,0.64800601,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,0.457120586,,,,,,,,140.4932199,,,,,,,,,,,,207.4605205,0
Finland,1971,,,,,,,43.34778969,,,,,0.084886,,,,,,,0,0,0,,,,0,0,,0.106808081,10.68080808,0,0,,,,193,,215.130274,11.138,,,0.664802123,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,0.473108042,,,,,,,,143.6052809,,,,,,,,,,,,215.130274,0
Finland,1972,,,,,,,44.83398753,,,,,0.094168,,,,,,,0,0,0,,,,0,0,,0.10379798,10.37979798,0,0,,,,196,,227.9210383,11.865,,,0.701461717,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,0.503495737,,,,,,,,150.8139057,,,,,,,,,,,,227.9210383,0
Finland,1973,,,,,,,50.4731076,,,,,0.104515,,,,,,,0,0,0,,,,0,0,,0.10579798,10.57979798,0,0,,,,201,,254.9644384,13.272,,,0.773577078,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,0.563264098,,,,,,,,165.4551065,,,,,,,,,,,,254.9644384,0
Finland,1974,,,,,,,46.021634,,,,,0.106507,,,,,,,0.043001111,0.444444444,0.016,,,,0,0,,0.127030303,12.7030303,0,0,,,,201,,223.2220274,11.561,,,0.740386049,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,0.490848746,,,,,,,,157.5697806,,,,,,,,,,,,223.2220274,0
Finland,1975,,,,,,,46.95490669,,,,,0.096498,,,,,,,0.071161464,0.7355,0.026478,,,,0,0,,0.122090909,12.20909091,0,0,,,,201,,231.321726,11.943,,,0.752627853,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,0.507560944,,,,,,,,159.4974962,,,,,,,,,,,,231.321726,0
Finland,1976,,,,,,,53.26395215,,,,,0.130032,,,,,,,0.083156703,0.861833333,0.031026,,,,0,0,,0.094818182,9.481818182,0,0,,,,300,,246.8856011,12.826,,,0.800426263,0,0,,0,0,,0,0,,,,,,,,,,,,,,,,,,,,0.544550081,,,,,,,,169.0648979,,,,,,,,,,,,246.8856011,0
