Year,World,Africa,Asia and Oceania,Central and South America,Eurasia,Europe,Middle East,North America,EU28,OPEC,OECD,Persian Gulf,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belarus,Belgium,Benin,Bolivia,Botswana,Brazil,Brunei Darussalam,Bulgaria,Burma,Cambodia,Cameroon,Canada,Chile,China,Colombia,Congo,Croatia,Cuba,Cyprus,Denmark,Dominican Republic,Ecuador,Egypt,El Salvador,Eritrea,Estonia,Ethiopia,Finland,France,Gabon,Georgia,Germany,Ghana,Gibraltar,Greece,Guatemala,Haiti,Honduras,Hungary,Iceland,India,Indonesia,Iraq,Ireland,Israel,Italy,Ivory Coast,Jamaica,Japan,Jordan,Kazakhstan,Kenya,Kosovo,Kuwait,Kyrgyzstan,Latvia,Lebanon,Libya,Lithuania,Malaysia,Malta,Mauritius,Mexico,Mongolia,Montenegro,Morocco,Mozambique,Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,Norway,NZ,Oman,Pakistan,Panama,Paraguay,Peru,Poland,Portugal,Qatar,Romania,Russian Federation & USSR,Senegal,Serbia,Singapore,Slovakia,Slovenia,South Africa,Spain,Sudan,Suriname,Sweden,Tajikistan,Thailand,Togo,Tunisia,Turkey,Ukraine,United Kingdom,United States of America,Uruguay,Uzbekistan,Yemen,Zambia,Zimbabwe
1938,11.44666933,0.009587772,0.430277436,1.610955036,1.2644136,0.336158172,0.657201996,7.13807532,0.33054786,1.797476976,7.207324992,0.657201996,0.004772952,0,0,0.102325392,,0,0.002386476,,0.047436444,0,,,,0.000753624,,0,0.029600676,0,0.042161076,,0,0.036550764,0,0.011388096,0.124934112,0,,0,,0,,0.012434796,0.009462168,,,,,,0.003014496,0,,0.025497612,0,,0,0,,,0.001800324,,0.013942044,0.309739464,0.173249784,,0,0.000544284,0,,0.014737536,,,,,0,,,,0,,0.008499204,,,0.23069268,0,,0.000125604,,,,0,,,0,0,,0,0,,,0.087797196,0.021227076,,0,0.276077592,1.2644136,,,,,,,0,,0,0,,0,,0,0,,0,6.870831876,,,,,
1939,11.92601606,0.028093428,0.459417564,1.737061452,1.2686004,0.336702456,0.639408096,7.456732668,0.329877972,1.887074496,7.538835816,0.639408096,0.005903388,0,0,0.111494484,,0,0.006028992,,0.043458984,0,,,,0.001172304,,0,0.032698908,0,0.044087004,,0,0.042579756,0,0.016077312,0.1381644,0,,0,,0,,0.01276974,0.027884088,,,,,,0.00293076,0,,0.03098232,0,,0,0,,,0.006028992,,0.013020948,0.332808732,0.165922884,,0,0.000502416,0,,0.013481496,,,,,0,,,,0,,0.007033824,,,0.256985784,0,,0.00020934,,,,0,,,0,0,,0,0,,,0.075111192,0.0219807,,0,0.26125632,1.2686004,,,,,,,0,,0,0,,0,,0,0,,0.000167472,7.157167128,,,,,
1940,12.31015496,0.039104712,0.471015,1.637415612,1.3020948,0.351733068,0.541227636,7.967564136,0.340972992,1.662703884,8.077760712,0.541227636,0.009462168,0,0,0.123426864,,0,0.017291484,,0.040486356,0,,,,0.001590984,,0,0.036383292,0,0.043291512,,0,0.047227104,0,0.02449278,0.14800338,0,,0,,0,,0.01297908,0.038895372,,,,,,0.002888892,0,,0.044212608,0,,0,0,,,0.010634472,,0.015449292,0.332390052,0.104963076,,0,0.000041868,0,,0.012476664,,,,,0,,,,0,,0.006322068,,,0.263810268,0,,0.00020934,,,,0,,,0,0,,0,0,,,0.067365612,0.021938832,,0,0.24325308,1.3020948,,,,,,,0,,0,0,,0,,0,0,,0.000711756,7.656526764,,,,,
1941,12.68072863,0.051372036,0.41721462,1.871457732,1.348191468,0.335320812,0.409762116,8.247409848,0.325398096,1.775580012,8.355303684,0.409762116,0.008457336,0,0,0.1318842,,0,0.027297936,,0.038895372,0,,,,0.001297908,,0,0.026000028,0,0.043458984,,0,0.05568444,0,0.027758484,0.142686144,0,,0,,0,,0.00858294,0.051120828,,,,,,0.002428344,0,,0.037764936,0,,0,0,,,0.017668296,,0.016202916,0.28826118,0.065607156,,0,0.000502416,0,,0.010801944,,,,,0,,,,0,,0.004521744,,,0.25790688,0,,0.000251208,,,,0,,,0,0,,0,0,,,0.066277044,0.010132056,,0,0.228306204,1.348191468,,,,,,,0,,0,0,,0,,0,0,,0.001297908,7.933818528,,,,,
1942,11.93618999,0.049697316,0.219932604,1.329769548,1.288738908,0.366847416,0.57003282,8.111171376,0.355208112,1.448967744,8.239078116,0.57003282,0.010132056,0,0,0.142016256,,0,0.036467028,,0.035713404,0,,,,0.00167472,,0.000167472,0.016998408,0,0.013983912,,0,0.05694048,0,0.034206156,0.06133662,0,,0,,0,,0.012602268,0.049487976,,,,,,0.00272142,0,,0.031149792,0,,0,0,,,0.027884088,,0.015616764,0.129079044,0.10864746,,0,0.000544284,0,,0.009880848,,,,,0,,,,0,,0,,,0.208586376,0,,0.00020934,,,,0,,,0,0,,0,0,,,0.07578108,0.015784236,,0,0.23718222,1.288738908,,,,,,,0,,0,0,,0,,0,0,,0.003475044,7.84564452,,,,,
1943,12.84514427,0.05400972,0.329543028,1.539988776,1.14550848,0.367642908,0.627308244,8.781143112,0.359771724,1.689708744,8.930360664,0.627308244,0.006322068,0,0,0.148757004,,0,0.046222272,,0.037639332,0,,,,0.001842192,,0.000251208,0.02553948,0,0.005610312,,0,0.05421906,0,0.013020948,0.077581404,0,,0,,0,,0.01276974,0.05380038,,,,,,0.002847024,0,,0.029768148,0,,0,0,,,0.035127252,,0.015323688,0.259707204,0.149552496,,0,0.000460548,0,,0.010215792,,,,,0,,,,0,,0,,,0.210637908,0,,0.00020934,,,,0,,,0,0,,0,0,,,0.081558864,0.019761696,,0,0.220769964,1.14550848,,,,,,,0,,0,0,,0,,0,0,,0.00481482,8.516286144,,,,,
1944,14.75327837,0.056856744,0.191629836,2.054965176,1.558913112,0.291861828,0.821952576,9.777099096,0.287172612,2.348501724,9.92627478,0.821952576,0.0020934,0.000041868,0,0.145156356,,0,0.050785884,,0.038434824,0,,,,0.001716588,,0.000334944,0.034038684,0,0.0041868,,0,0.054595872,0,0.008415468,0.131172444,0,,0,,0,,0.015993576,0.056647404,,,,,,0.002470212,0,,0.030228696,0,,0,0,,,0.034876044,,0.015574896,0.119700612,0.174338352,,0,0.000293076,0,,0.009587772,,,,,0,,,,0,,0,,,0.228892356,0,,0.000167472,,,,0,,,0,0,,0,0,,,0.080135352,0.016914672,,0,0.1475847,1.558913112,,,,,,,0,,0,0,,0,,0,0,,0.004019328,9.493610868,,,,,
1945,14.73602875,0.056647404,0.087378516,2.43106542,0.8122392,0.274947156,1.071318384,10.00243267,0.271848924,2.9841417,10.0892669,1.071318384,0.00167472,0,0,0.137075832,,0,0.01863126,,0.041826132,0,,,,0.0020934,,0.00041868,0.0125604,0,0.004061196,,0,0.045677988,0,0.0073269,0.132177276,0,,0,,0,,0.01444446,0.0565218,,,,,,0.001214172,0,,0.022734324,0,,0,0,,,0.02742354,,0.013230288,0.040863168,0.192885876,,0,0.000293076,0,,0.009252828,,,,,0,,,,0,,0,,,0.260879508,0,,0.000125604,,,,0,,,0,0,,0,0,,,0.076492836,0.004228668,,0,0.19426752,0.8122392,,,,,,,0,,0,0,,0,,0,0,,0.003056364,9.695875176,,,,,
1946,15.67504426,0.05380038,0.048190068,2.793809772,0.910461528,0.287758764,1.434941964,10.14608178,0.279343296,3.734039448,10.25791121,1.434941964,0.006322068,0,0,0.124599168,,0,0.03537846,,0.04584546,0,,,,0.001967796,,0.000376812,0.01214172,0,0.000083736,,0,0.040444488,0,0.00293076,0.129874536,0,,0.000502416,,0,,0.012853476,0.053674776,,,,,,0.002177136,0,,0.0272142,0,,0,0,,,0.02867958,,0.012267324,0.012644136,0.19594224,,0,0.000460548,0,,0.008038656,,,,,0.0334944,,,,0,,0,,,0.295001928,0,,0.000125604,,,,0.002637684,,,0,0,,0,0,,,0.068621652,0.004898556,,0,0.175552524,0.910461528,,,,,,,0,,0,0,,0,,0,0,,0.002344608,9.810635364,,,,,
1947,17.2675355,0.055977516,0.142728012,3.097143432,1.089489096,0.280138788,1.716922944,10.88513572,0.26439642,4.285106064,10.99763503,1.716922944,0.012644136,0,0,0.130879368,,0,0.03809988,,0.053884116,0,,,,0.002051532,,0.000544284,0.072347904,0,0.000334944,,0,0.041114376,0,0.002177136,0.14465394,0,,0.000711756,,0,,0.013020948,0.055851912,,,,,,0.0020934,0,,0.024157836,0,,0,0,,,0.02386476,,0.010425132,0.046599084,0.196863336,,0,0.00041868,0,,0.007578108,,,,,0.0921096,,,,0,,0.0010467,,,0.337163004,0,,0.000125604,,,,0.008917884,,,0,0,,0,0.0020934,,,0.071133732,0.005359104,,0,0.15951708,1.089489096,,,,,,,0,,0,0,,0,,0,0.000041868,,0.001967796,10.50685834,,,,,
1948,19.54394053,0.079297992,0.321629976,3.435520608,1.224597132,0.304631568,2.330624088,11.84763917,0.29140128,5.221944432,11.97211273,2.330624088,0.009504036,0,0,0.139127364,,0,0.0397746,,0.062467056,0,,,,0.00251208,,0.000795492,0.112499316,0,0.0020934,,0,0.066863196,0,0.003056364,0.137787588,0,,0.000544284,,0,,0.014151384,0.078753708,,,,,,0.002177136,0,,0.02658618,0,,0,0,,,0.02030598,,0.010508868,0.182000196,0.143439768,,0,0.000376812,0,,0.006657012,,,,,0.2679552,,,,0,,0.001967796,,,0.350518896,0,,0.000544284,,,,0.020766528,,,0,0,,0,0.00272142,,,0.078376896,0.00586152,,0,0.173710332,1.224597132,,,,,,,0,,0,0,,0,,0,0.000125604,,0.001842192,11.43025708,,,,,
1949,19.4318599,0.096547608,0.432956988,3.408306408,1.400233392,0.3579714,2.868920964,10.86692314,0.338460912,5.693503716,11.0175642,2.868920964,0.013858308,0,0,0.135317376,,0,0.0481482,,0.062885736,0,,,,0.003684384,,0.000586152,0.140509008,0,0.001423512,,0,0.11785842,0.000293076,0.004940424,0.172119348,0,,0.000376812,,0,,0.014151384,0.095835852,,,,,,0.002428344,0,,0.035252856,0,,0,0,,,0.021185208,,0.010592604,0.259497864,0.170277156,,0,0.000376812,0,,0.008122392,,,,,0.518242104,,,,0,,0.002428344,,,0.327324024,0,,0.000711756,,,,0.026000028,,,0,0,,0,0.005275368,,,0.082396224,0.006363936,,0.0041868,0.1967796,1.400233392,,,,,,,0,,0,0,,0,,0,0.000502416,,0.001925928,10.42174069,,,,,
1950,21.80008145,0.110908332,0.513050472,3.83134068,1.585876104,0.410348268,3.5933211,11.75523649,0.396866772,6.80648076,11.95724959,3.5933211,0.005526576,0.000125604,0,0.140550876,,0,0.071133732,,0.063053208,0,,,,0.003475044,,0.001842192,0.172328688,0,0.00293076,,0,0.163536408,0.003433176,0.008457336,0.197240148,0,,0.00062802,,0,,0.014528196,0.109149876,,,,,,0.005359104,0,,0.046850292,0,,0,0,,,0.021436416,,0.010843812,0.296299836,0.275658912,,0,0.000334944,0,,0.012267324,,,,,0.71971092,,,,0,,0.002428344,,,0.42516954,0,,0.001632852,,,,0.02951694,,,0,0,,0,0.0073269,,,0.085871268,0.006782616,,0.068496048,0.211307796,1.585876104,,,,,,,0.000041868,,0,0.002177136,,0,,0,0.000711756,,0.001925928,11.16653054,,,,,
1951,24.72204917,0.10111122,0.610937856,4.34045556,1.769048604,0.504844344,3.95610732,13.43954426,0.4877622,7.6388166,13.68631426,3.95610732,0.005107896,0.000293076,0,0.146579868,,0,0.095584644,,0.062927604,0,,,,0.002847024,,0.00376812,0.208125828,0,0.004772952,,0,0.268122672,0.004144932,0.012811608,0.222360948,0,,0.000544284,,0,,0.014946876,0.097636176,,,,,,0.012183588,0,,0.057233556,0,,0,0,,,0.020892132,,0.011262492,0.34980714,0.359729856,,0,0.000753624,0,,0.014067648,,,,,1.173015756,,,,0,,0.002177136,,,0.45384912,0,,0.003181968,,,,0.029893752,,,0,0,,0,0.00774558,,,0.089555652,0.007578108,,0.09922716,0.260042148,1.769048604,,,,,,,0.000041868,,0,0.00167472,,0,,0,0.000795492,,0.00188406,12.71757247,,,,,
1952,25.98587662,0.104628132,0.638821944,4.586471928,1.980816948,0.628145604,4.286529576,13.76046248,0.609891156,8.204620752,14.05408277,4.286529576,0.006238332,0.001925928,0,0.148715136,,0,0.115723152,,0.06301134,0,,,,0.002805156,,0.004103064,0.212438232,0,0.005275368,,0,0.344824848,0.004982292,0.018254448,0.224119404,0,,0.00062802,,0,,0.0157005,0.098473536,,,,,,0.0146538,0,,0.07347834,0,,0,0,,,0.025037064,,0.011011284,0.367642908,0.775437228,,0,0.002679552,0,,0.012811608,,,,,1.565277048,,,,0,,0.002135268,,,0.45971064,0,,0.004228668,,,,0.02993562,,,0,0,,0,0.009085356,,,0.094161132,0.00900162,,0.138038796,0.335027736,1.980816948,,,,,,,0.000334944,,0,0.00167472,,0,,0,0.000921096,,0.002344608,12.955927,,,,,
1953,27.4770473,0.106302852,0.711588528,4.510481508,2.209667436,0.727749576,4.993889436,14.21736797,0.708029748,8.808482916,14.56658896,4.993889436,0.0062802,0.00355878,0,0.17082144,,0,0.134856828,,0.062843868,0,,,,0.003265704,,0.004982292,0.204357708,0,0.005945256,,0,0.455565708,0.006866352,0.026041896,0.228348072,0,,0.000879228,,0,,0.016370388,0.098431668,,,,,,0.015365556,0,,0.091649052,0,,0,0,,,0.035420328,,0.011388096,0.439069716,1.180091448,,0,0.00355878,0,,0.012392928,,,,,1.800910152,,,,0,,0.0020934,,,0.42537888,0,,0.004312404,,,,0.03433176,,,0,0,,0,0.010132056,,,0.089471916,0.007913052,,0.170067816,0.379240344,2.209667436,,,,,,,0.00062802,,0,0.002763288,,0,,0,0.001130436,,0.00230274,13.33642338,,,,,
1954,28.76649797,0.090476748,0.755131248,4.831609068,2.481976908,0.816174792,5.660721072,14.13040813,0.79214256,9.76319892,14.53899794,5.660721072,0.0073269,0.003056364,0,0.177059772,,0,0.144360864,,0.062927604,0,,,,0.009252828,,0.005400972,0.200463984,0.00020934,0.00753624,,0,0.541060164,0.009462168,0.033033852,0.23153004,0,,0.000586152,,0,,0.01737522,0.08247996,,,,,,0.02114334,0,,0.111620088,0,,0,0,,,0.050953356,,0.012853476,0.474322572,1.2822075,,0,0.003014496,0,,0.0125604,,,,,2.00610522,,,,0,,0.002972628,,,0.49111164,0,,0.004940424,,,,0.039314052,,,0,0,,0,0.011136888,,,0.095961456,0.007703712,,0.200045304,0.407836188,2.481976908,,,,,,,0.000921096,,0,0.002595816,,0,,0,0.002428344,,0.002470212,13.09823633,,,,,
1955,32.23974164,0.082814904,0.823501692,5.450920524,2.963961324,0.934828704,6.673047444,15.31066705,0.903385836,11.36473366,15.80060639,6.673005576,0.008708544,0.00230274,0,0.18275382,,0,0.153488088,,0.062885736,0,,,,0.014695668,,0.011053152,0.219932604,0.0062802,0.008834148,,0,0.72892188,0.014067648,0.040444488,0.229980924,0,,0.002135268,,0,,0.019510488,0.076241628,,,,,,0.036760104,0,,0.131758596,0,,0,0,,,0.067030668,,0.014528196,0.510957072,1.391734188,,0.000041868,0.008541072,0,,0.013146552,,,,,2.307178008,,,,0,,0.002805156,,,0.52481538,0.00083736,,0.004270536,,,,0.042872832,,,0,0,,0,0.011848644,,,0.096422004,0.00753624,,0.227678184,0.44191674,2.963961324,,,,,,,0.00146538,,0,0.003475044,,0,,0,0.007494372,,0.002260872,14.05692979,,,,,
1956,35.08509092,0.078209424,0.888271488,6.204670128,3.508789608,0.988419744,7.107386076,16.30934446,0.947640312,12.47239346,16.83462038,7.106506848,0.011136888,0.001423512,0.000334944,0.185768316,,0,0.143523504,,0.063053208,0,,,,0.017458956,,0.022231908,0.236009916,0.010341396,0.009671508,,0,0.968448708,0.019343016,0.048692484,0.255562272,0,,0.002972628,,0,,0.018882468,0.072389772,,,,,,0.052921152,0,,0.14695668,0,,0,0,,,0.050325336,,0.016579728,0.548177724,1.3177953,,0.000879228,0.023822892,0,,0.01297908,,,,,2.323967076,,,,0,,0.003014496,,,0.532267884,0.00083736,,0.004061196,,,,0.045929196,,,0,0,,0,0.01214172,,,0.10278594,0.007703712,,0.246016368,0.45719856,3.508789608,,,,,,,0.002470212,,0,0.003684384,,0,,0,0.012811608,,0.002763288,14.80862786,,,,,
1957,36.97476124,0.112080636,1.018815912,7.001334432,4.117550328,1.055450412,7.320787272,16.34874224,1.001356956,13.37582117,16.91969616,7.3185264,0.02051532,0.000879228,0.00041868,0.203394744,,0,0.133391448,,0.066946932,0,,,,0.019510488,,0.055307628,0.231278832,0.01193238,0.01653786,,0,1.024049412,0.02365542,0.06112728,0.264898836,0,,0.002386476,,0,,0.017626428,0.100357596,,,,,,0.059075748,0.007243164,,0.16600662,0,,0,0,,,0.0282609,,0.01842192,0.6615144,0.921012264,,0.002260872,0.052837416,0,,0.013439628,,,,,2.451036456,,,,0,,0.002805156,,,0.518242104,0.000962964,,0.0031401,,,,0.063764964,,,0.000041868,0,,0,0.012602268,,,0.107475156,0.007578108,,0.278338464,0.46808424,4.117550328,,,,,,,0.003014496,,0,0.00397746,,0,,0,0.012476664,,0.003433176,14.80645073,,,,,
1958,37.90071392,0.188364132,1.0686807,6.655588488,4.740127488,1.085888448,8.824602096,15.33746257,1.031460048,14.46229577,15.94459044,8.820875844,0.016872804,0.017961372,0.002135268,0.213610536,,0,0.118737648,,0.085159512,0,,,,0.018756864,,0.103539564,0.218090412,0.009294696,0.019343016,,0,0.931939812,0.030396168,0.094789152,0.265526856,0,,0.001925928,,0,,0.01716588,0.133307712,,,,,,0.058029048,0.02114334,,0.185810184,0,,0,0,,,0.03475044,,0.018380052,0.685672236,1.499586156,,0.003726252,0.064727928,0,,0.015365556,,,,,3.003987132,,,,0,,0.002428344,,,0.54909882,0.00146538,,0.003098232,,,,0.067868028,,,0.010718208,0,,0,0.013020948,,,0.104753736,0.0073269,,0.344238696,0.474615648,4.740127488,,,,,,,0.003014496,,0,0.003935592,,0,,0,0.013774572,,0.00334944,13.85642394,,,,,
1959,40.89909074,0.243629892,1.228239648,7.174249272,5.424292476,1.143708156,9.511446636,16.17352466,1.077389244,15.56702482,16.83244325,9.506087532,0.020054772,0.051581376,0.002135268,0.267034104,,0,0.102911544,,0.094286736,0,,,,0.017291484,,0.129079044,0.22566852,0.008038656,0.022148172,,0,1.040545404,0.035085384,0.1549116,0.304003548,0,,0.001088568,,0,,0.015239952,0.13209354,,,,,,0.067742424,0.031526604,,0.21394548,0,,0,0,,,0.043375248,,0.0188406,0.772380864,1.75594392,,0.005359104,0.07096626,0,,0.016998408,,,,,3.016715004,,,,0,,0.002344608,,,0.565887888,0.00146538,,0.00397746,,,,0.074231964,,,0.022315644,0,,0,0.013355892,,,0.09880848,0.0073269,,0.334650924,0.478886184,5.424292476,,,,,,,0.002595816,,0,0.003893724,,0,,0,0.01632852,,0.003475044,14.56709137,,,,,
1960,44.06703296,0.577736532,1.376452368,7.548758532,6.190560612,1.231672824,10.92331933,16.21853276,1.140233112,17.49111062,16.94615674,10.91791836,0.030479904,0.361404576,0.002805156,0.382589784,,0,0.102492864,,0.094454208,0,,,,0.019510488,,0.16202916,0.191881044,0.0083736,0.02281806,,0,1.068010812,0.039481524,0.230274,0.317526912,0.002177136,,0.000586152,,0,,0.01507248,0.138959892,,,,,,0.082773036,0.0334944,,0.23153004,0,,0,0,,,0.050953356,,0.019008072,0.871231212,1.987348356,,0.005400972,0.083652264,0,,0.022022568,,,,,3.55124376,,,,0,,0.00251208,,,0.581504652,0.001214172,,0.003851856,,,,0.080302824,,,0.035043516,0,,0,0.015114348,,,0.107684496,0.008122392,,0.343820016,0.481482,6.190560612,,,,,,,0.002679552,,0,0.004270536,,0.000251208,,0,0.0157005,,0.003600648,14.5690173,,,,,
1961,46.90580897,0.990052596,1.416520044,7.838192016,6.952935024,1.305402372,11.69745865,16.70524826,1.192023828,18.7569896,17.50032158,11.69180647,0.032280228,0.655527276,0.004354272,0.492032736,,0,0.098641008,,0.094119264,0,,,,0.01632852,,0.190457532,0.172663632,0.008666676,0.023613552,,0,1.244400696,0.050576544,0.2595816,0.303040584,0.004312404,,0.00041868,,0,,0.016161048,0.159893892,,,,,,0.090560484,0.032405832,,0.259874676,0,,0,0,,,0.061001676,,0.021478284,0.891118512,2.050652772,,0.00565218,0.082563696,0,,0.027507276,,,,,3.638454804,,,,0.036676368,,0.00251208,,,0.626889564,0.001088568,,0.00334944,,,,0.085661928,,,0.093533112,0,,0,0.016202916,,,0.108312516,0.008499204,,0.350937576,0.484915176,6.952935024,,,,,,,0.00272142,,0,0.004479876,,0.000586152,,0,0.018505656,,0.004438008,14.833958,,,,,
1962,50.88121744,1.62636246,1.519138512,8.551915812,7.797663792,1.373228532,12.83848726,17.17442107,1.244191356,20.76610932,18.03263134,12.83283508,0.03286638,0.858587076,0.019719828,0.57421962,,0,0.100231992,,0.094161132,0,,,,0.015239952,,0.182837556,0.15867972,0.008331732,0.024450912,,0,1.37599182,0.063806832,0.2847024,0.295546212,0.005149764,,0.000502416,,0,,0.01423512,0.19824498,,,,,,0.09922716,0.034624836,,0.284953608,0,,0,0,,,0.068705388,,0.045133704,0.95291568,2.058565824,,0.00565218,0.075613608,0,,0.030312432,,,,,4.10892552,,,,0.367642908,,0.002428344,,,0.65649024,0.000962964,,0.005317236,,,,0.090309276,,,0.137075832,0,,0,0.019133676,,,0.118151496,0.008499204,,0.368773344,0.496721952,7.797663792,,,,,,,0.00272142,,0,0.004228668,,0.000293076,,0,0.02491146,,0.004647348,15.14193901,,,,,
1963,54.59055476,2.395519488,1.543547556,8.725165596,8.627696892,1.443943584,14.15448223,17.70019942,1.3062816,22.34909653,18.62426804,14.14816016,0.031442868,0.989633916,0.0334944,0.567981288,,0,0.10969416,,0.094454208,0,,,,0.018547524,,0.195481692,0.143942184,0.007243164,0.026628048,,0,1.45093554,0.072096696,0.31401,0.344489904,0.004563612,,0.001297908,,0,,0.0136071,0.236470464,,,,,,0.105591096,0.037178784,,0.310576824,0,,0,0,,,0.073520208,,0.069165936,0.9326097,2.372617692,,0.006322068,0.074692512,0,,0.033829344,,,,,4.404136788,,,,0.932484096,,0.002177136,,,0.674326008,0.000795492,,0.0062802,,,,0.09273762,,,0.155414016,0,,0,0.019971036,,,0.120035556,0.008876016,,0.38078946,0.512171244,8.627696892,,,,,,,0.00272142,,0,0.003307572,,0.000251208,,0,0.031233528,,0.005149764,15.57493787,,,,,
1964,58.95625673,3.447913536,1.642732848,9.125214336,9.361810404,1.539528228,15.84615877,17.9928986,1.385495856,24.6049025,19.0028385,15.83782704,0.031987152,1.109041452,0.03789054,0.586319472,,0.00795492,0.111494484,,0.103037148,0,,,,0.017919504,,0.182251404,0.148380192,0.00669888,0.023278608,,0,1.546478316,0.074692512,0.355878,0.359939196,0.003475044,,0.001549116,,0,,0.015449292,0.26607114,,,,,,0.119156328,0.044296344,,0.323765244,0,,0,0,,,0.075404268,,0.092612016,0.959572692,2.580199236,,0.008331732,0.111745692,0,,0.028847052,,,,,4.848021324,,,,1.733712012,,0.002051532,,,0.678554676,0.000753624,,0.00502416,,,,0.09504036,,,0.248402844,0,,0,0.022901796,,,0.133182108,0.011806776,,0.4239135,0.51895386,9.361810404,,,,,,,0.00272142,,0,0.003391308,,0.000083736,,0,0.038560428,,0.005317236,15.76786561,,,,,
1965,63.2522066,4.47861996,1.839303108,9.34724034,10.16923478,1.598645844,17.3405533,18.47860927,1.405634364,26.56583215,19.52413697,17.33201222,0.034415496,1.108706508,0.02742354,0.572419296,,0.013942044,0.11953314,,0.118988856,0,,,,0.018338184,,0.187903584,0.164792448,0.009587772,0.02281806,,0,1.669193424,0.069333408,0.41868,0.423871632,0.002972628,,0.002386476,,0,,0.015742368,0.271220904,,,,,,0.125520264,0.052921152,,0.333436752,0,,0,0,,,0.075488004,,0.160019496,1.004790132,2.699397432,,0.008541072,0.09252828,0,,0.028302768,,,,,4.959557676,,,,2.448943056,,0.002051532,,,0.69249672,0.000586152,,0.004312404,,,,0.10027386,,,0.562119768,0,,0,0.02239938,,,0.128995308,0.014193252,,0.458915148,0.526322628,10.16923478,,,,,,,0.00293076,,0,0.002386476,,0.000083736,,0,0.064183644,,0.003433176,16.11691913,,,,,
1966,68.63484042,5.709790368,2.012720364,9.215063064,11.1002535,1.616649084,19.33288394,19.6474801,1.393115832,28.90403435,20.69501746,19.32501276,0.037095048,1.417734216,0.026418708,0.609556212,,0.022231908,0.115430076,,0.128911572,0,,,,0.033201324,,0.232283664,0.196486524,0.016914672,0.023781024,,0,1.805013216,0.06782616,0.544284,0.415665504,0.002595816,,0.002888892,,0,,0.014695668,0.261968076,,,,,,0.122756976,0.060582996,,0.332766864,0,,0,0,,,0.07138494,,0.194560596,0.97301232,2.845307412,,0.007871184,0.073603944,0,,0.032740776,,,,,5.220437184,,,,3.04150086,,0.002009664,,,0.71133732,0.000502416,,0.004312404,,,,0.099059688,,,0.862397064,0,,0,0.021645756,,,0.1287441,0.0167472,,0.57966246,0.5369571,11.1002535,,,,,,,0.0031401,,0,0.001130436,,0.000083736,,0.032280228,0.085452588,,0.003223836,17.13112956,,,,,
1967,73.71104234,6.37105356,2.089799352,9.828889812,12.06083102,1.662871356,20.74165841,20.95593883,1.398684276,30.60094439,22.03969201,20.61643122,0.041198112,1.6359921,0.022483116,0.67051602,,0.042830964,0.11241558,,0.145240092,0,,,,0.079297992,,0.296383572,0.213484932,0.020892132,0.024576516,,0,1.978221132,0.06782616,0.460548,0.402058404,0.0020934,,0.004856688,,0,,0.012057984,0.280348128,,,,,,0.118570176,0.144193392,,0.335237076,0,,0,0,,,0.070589448,,0.237265956,1.05318954,2.507223312,,0.005610312,0.067240008,0,,0.032991984,,,,,5.253512904,,,,3.495015036,,0.001925928,,,0.783015336,0.00041868,,0.004144932,,,,0.09483102,,,0.692957268,0,,0.119616876,0.021017736,,,0.144570204,0.0188406,,0.648242244,0.552908808,12.06083102,,,,,,,0.003516912,,0,0,,0.000083736,,0.093826188,0.115220736,,0.003642516,18.19470236,,,,,
1968,80.4943701,8.155007172,2.537870688,10.0754086,12.9434922,1.687950288,23.28723281,21.80740835,1.397511972,32.63003514,22.94286851,22.73637553,0.047478312,1.796304672,0.031401,0.7337367,,0.078209424,0.114048432,,0.157967964,0,,,,0.081810072,,0.321713712,0.250286904,0.0198873,0.030521772,,0,2.136482172,0.07473438,0.62802,0.37723068,0.001800324,,0.008289864,,0,,0.01004832,0.444093876,,,,,,0.112541184,0.194351256,,0.337539816,0,,0,0,,,0.075655476,,0.245053404,1.243982016,3.0888117,,0.004940424,0.06301134,0,,0.031149792,,,,,5.504051016,,,,5.256066852,,0.008457336,,,0.835140996,0.000334944,,0.003726252,,,,0.089890596,,,0.293662152,0,,0.502918416,0.021687624,,,0.151269084,0.0198873,,0.68182038,0.55621638,12.9434922,,,,,,,0.005317236,,0,0,,0.000167472,,0.133600788,0.129958272,,0.003516912,18.83578518,,,,,
1969,86.63632196,10.35441695,2.872647216,10.08361472,13.74832076,1.69921278,25.61337702,22.26473251,1.371009528,35.619201,23.40626353,24.81365635,0.054721476,1.875016512,0.102911544,0.760574088,,0.084029076,0.115471944,,0.159014664,0,,,,0.078544368,,0.344950452,0.255687876,0.0136071,0.033243192,,0,2.307931632,0.071636148,0.6112728,0.457784712,0.001130436,,0.008624808,,0,,0.008876016,0.61943706,,,,,,0.104628132,0.210512304,,0.333311148,0,,0,0,,,0.073436472,,0.281478564,1.53320616,3.11853798,,0.004144932,0.061839036,0,,0.031359132,,,,,5.8332591,,,,6.275217708,,0.018714996,,,0.881656344,0.00020934,,0.002470212,,,,0.08457336,,,1.1126421,0,,0.685295424,0.022315644,,,0.147333492,0.018380052,,0.7128027,0.554583528,13.74832076,,,,,,,0.00795492,,0,0,,0.000083736,,0.155079072,0.151687764,,0.003223836,19.07514454,,,,,
