Country,Year,Biofuels (TWh),Hydro (TWh – sub method),Nuclear (TWh – sub method),Renewables (TWh – sub method),Solar (TWh – sub method),Wind (TWh – sub method),Other renewables (TWh – sub method),Low-carbon energy (TWh – sub method),Low-carbon energy (TWh),Fossil Fuels (TWh),Primary energy (TWh),Primary energy – direct (TWh),Coal (% primary direct energy),Gas (% primary direct energy),Oil (% primary direct energy),Biofuels (% primary direct energy),Nuclear (% primary direct energy),Hydro (% primary direct energy),Renewables (% primary direct energy),Solar (% primary direct energy),Wind (% primary direct energy),Other renewables (% primary direct energy),Fossil Fuels (% primary direct energy),Low-carbon energy (% primary direct energy),Coal (% sub energy),Gas (% sub energy),Oil (% sub energy),Biofuels (% sub energy),Nuclear (% sub energy),Hydro (% sub energy),Renewables (% sub energy),Solar (% sub energy),Wind (% sub energy),Other renewables (% sub energy),Fossil Fuels (% sub energy),Low-carbon energy (% sub energy),Coal (% growth),Coal (TWh growth – sub method),Oil (% growth),Oil (TWh growth – sub method),Gas (% growth),Gas (TWh growth – sub method),Biofuels (% growth),Biofuels (TWh growth – sub method),Fossil Fuels (% growth),Fossil Fuels (TWh growth – sub method),Hydro (% growth),Hydro (TWh growth – sub method),Nuclear (% growth),Nuclear (TWh growth – sub method),Renewables (% growth),Renewables (TWh growth – sub method),Solar (% growth),Solar (TWh growth – sub method),Wind (% growth),Wind (TWh growth – sub method),Other renewables (% growth),Other renewables (TWh growth – sub method),Low-carbon energy (% growth),Low-carbon energy (TWh growth – sub method),Coal per capita (kWh),Oil per capita (kWh),Gas per capita (kWh),Biofuels per capita (kWh),Fossil Fuels per capita (kWh),Hydro per capita (kWh),Nuclear per capita (kWh),Renewables per capita (kWh),Solar per capita (kWh),Wind per capita (kWh),Other renewables per capita (kWh),Low-carbon energy per capita (kWh)
Australia,2000,0.622,45.74,0.0,49.335,0.13,0.372,2.471,49.335,18.159,1253.117,1302.452,1271.276,46.535,16.169,35.868,0.049,0.0,1.295,1.428,0.004,0.011,0.07,98.572,1.428,0.164,0.057,0.126,0.0,0.0,0.013,0.014,0.0,0.0,0.001,0.346,0.014,0.717,4.214,-0.038,-0.172,1.889,3.81,,0.622,0.631,7.852,1.136,0.514,,0.0,1.498,0.728,15.148,0.017,211.628,0.253,-21.526,-0.678,1.498,0.728,31150.047,24009.874,10823.351,32.753,65983.273,2408.471,0.0,2597.764,6.838,19.599,130.103,2597.764
Australia,2001,0.754,44.497,0.0,48.393,0.149,0.792,2.201,48.393,18.017,1264.391,1312.785,1282.408,45.665,17.287,35.643,0.059,0.0,1.257,1.405,0.004,0.022,0.062,98.595,1.405,0.161,0.061,0.125,0.0,0.0,0.012,0.013,0.0,0.0,0.001,0.347,0.013,-1.009,-5.972,0.242,1.104,7.853,16.142,21.279,0.132,0.9,11.274,-2.719,-1.244,,0.0,-1.909,-0.942,15.077,0.02,112.788,0.42,-10.925,-0.27,-1.909,-0.942,30509.103,23813.151,11549.732,39.302,65871.986,2318.18,0.0,2521.193,7.785,41.264,114.662,2521.193
Australia,2002,0.762,44.131,0.0,49.99,0.16,1.463,3.473,49.99,18.716,1288.919,1338.908,1307.634,45.792,17.447,35.329,0.058,0.0,1.231,1.431,0.004,0.041,0.097,98.569,1.431,0.161,0.061,0.124,0.0,0.0,0.012,0.013,0.0,0.0,0.001,0.347,0.013,2.251,13.183,1.07,4.889,2.912,6.455,1.01,0.008,1.94,24.527,-0.821,-0.365,,0.0,3.299,1.596,6.969,0.01,84.707,0.671,57.822,1.273,3.299,1.596,30863.55,23811.477,11759.396,39.276,66434.423,2274.659,0.0,2576.613,8.239,75.405,179.033,2576.613
Australia,2003,0.709,44.163,0.0,51.572,0.172,1.918,4.609,51.572,19.379,1306.148,1357.72,1325.527,46.468,17.347,34.723,0.054,0.0,1.223,1.462,0.005,0.053,0.128,98.538,1.462,0.163,0.061,0.122,0.0,0.0,0.012,0.014,0.0,0.001,0.001,0.346,0.014,2.864,17.15,-0.371,-1.715,0.787,1.795,-6.897,-0.053,1.337,17.23,0.072,0.032,,0.0,3.165,1.582,7.71,0.012,31.11,0.455,32.693,1.136,3.165,1.582,31387.058,23453.755,11717.345,36.152,66558.158,2250.46,0.0,2627.995,8.774,97.741,234.867,2627.995
Australia,2004,0.532,42.464,0.0,52.966,0.197,2.152,7.621,52.966,19.902,1347.663,1400.629,1367.565,46.932,17.15,34.462,0.039,0.0,1.147,1.455,0.005,0.058,0.206,98.545,1.455,0.165,0.06,0.121,0.0,0.0,0.011,0.014,0.0,0.001,0.002,0.346,0.014,4.203,25.886,2.398,11.036,1.998,4.593,-25.0,-0.177,3.178,41.515,-3.848,-1.699,,0.0,2.703,1.394,14.692,0.025,12.199,0.234,65.346,3.012,2.703,1.394,32285.804,23707.459,11797.801,26.766,67791.064,2136.048,0.0,2664.354,9.934,108.255,383.352,2664.354
Australia,2005,0.591,41.601,0.0,56.325,0.226,3.494,10.413,56.325,21.311,1348.163,1404.487,1369.474,46.597,16.984,34.863,0.043,0.0,1.129,1.556,0.006,0.095,0.283,98.444,1.556,0.164,0.06,0.122,0.0,0.0,0.011,0.014,0.0,0.001,0.003,0.346,0.014,-0.577,-3.701,1.304,6.147,-0.83,-1.946,11.111,0.059,0.037,0.5,-2.033,-0.863,,0.0,6.341,3.358,14.487,0.029,62.368,1.342,36.631,2.792,6.341,3.358,31624.159,23660.933,11526.601,29.299,66811.694,2061.636,0.0,2791.326,11.204,173.168,516.019,2791.326
Australia,2006,0.914,39.948,0.0,57.413,0.261,5.779,10.511,57.413,22.051,1408.025,1465.438,1430.076,45.831,18.141,34.486,0.064,0.0,1.045,1.542,0.007,0.151,0.275,98.458,1.542,0.161,0.064,0.121,0.0,0.0,0.01,0.014,0.0,0.001,0.003,0.346,0.014,2.708,17.283,3.296,15.738,11.54,26.841,54.632,0.323,4.44,59.862,-3.974,-1.653,,0.0,1.932,1.088,15.273,0.035,65.39,2.285,0.95,0.099,1.932,1.088,31930.396,24026.792,12638.948,44.538,68596.136,1946.168,0.0,2797.048,12.697,281.551,512.095,2797.048
Australia,2007,1.311,34.661,0.0,55.206,0.302,7.576,11.355,55.206,21.601,1441.125,1496.331,1462.726,44.419,19.84,34.265,0.09,0.0,0.892,1.477,0.008,0.195,0.292,98.523,1.477,0.156,0.07,0.121,0.0,0.0,0.008,0.013,0.0,0.002,0.003,0.347,0.013,-0.867,-5.684,1.625,8.016,11.86,30.768,43.402,0.397,2.351,33.1,-13.233,-5.286,,0.0,-3.844,-2.207,15.937,0.042,31.089,1.797,8.03,0.844,-3.844,-2.207,31063.221,23962.011,13874.243,62.678,68899.475,1657.14,0.0,2639.363,14.446,362.2,542.9,2639.363
Australia,2008,1.695,31.189,0.0,52.138,0.367,9.129,9.757,52.138,20.804,1465.019,1517.157,1485.823,45.579,19.205,33.816,0.114,0.0,0.795,1.4,0.009,0.233,0.249,98.6,1.4,0.161,0.068,0.119,0.0,0.0,0.007,0.012,0.0,0.002,0.002,0.348,0.012,4.231,27.492,0.249,1.25,-1.671,-4.849,29.312,0.384,1.658,23.894,-10.018,-3.472,,0.0,-5.557,-3.068,21.614,0.065,20.507,1.554,-14.079,-1.599,-5.557,-3.068,31746.299,23553.38,13376.425,79.469,68676.104,1462.06,0.0,2444.09,17.225,427.964,457.372,2444.09
Australia,2009,1.571,33.166,0.0,54.452,0.761,11.642,7.311,54.452,21.728,1436.133,1490.585,1457.861,44.914,19.986,33.609,0.108,0.0,0.867,1.49,0.02,0.304,0.191,98.51,1.49,0.158,0.07,0.118,0.0,0.0,0.008,0.013,0.0,0.003,0.002,0.347,0.013,-3.312,-22.431,-2.482,-12.47,2.108,6.015,-7.311,-0.124,-1.972,-28.886,6.338,1.977,,0.0,4.438,2.314,107.22,0.394,27.524,2.513,-25.067,-2.446,4.438,2.314,30104.106,22526.842,13395.548,72.242,66026.496,1524.809,0.0,2503.441,35.007,535.255,336.127,2503.441
Australia,2010,2.217,35.841,0.0,59.971,2.549,12.998,6.366,59.971,24.367,1420.289,1480.26,1444.656,42.04,21.947,34.326,0.153,0.0,0.952,1.687,0.068,0.345,0.169,98.313,1.687,0.148,0.077,0.121,0.001,0.0,0.009,0.015,0.001,0.003,0.002,0.345,0.015,-7.248,-47.461,1.208,5.918,8.821,25.7,41.087,0.646,-1.103,-15.843,8.065,2.675,,0.0,10.135,5.519,234.772,1.788,11.643,1.355,-12.926,-0.945,10.135,5.519,27413.092,22383.349,14311.396,100.066,64107.837,1617.754,0.0,2706.902,115.058,586.68,287.344,2706.902
Australia,2011,2.662,50.72,0.0,82.019,5.298,16.668,6.67,82.019,33.284,1441.484,1523.503,1474.768,40.141,22.237,35.365,0.18,0.0,1.327,2.257,0.139,0.436,0.175,97.743,2.257,0.14,0.077,0.123,0.001,0.0,0.012,0.019,0.001,0.004,0.002,0.341,0.019,-2.525,-15.336,5.174,25.658,3.429,10.873,20.07,0.445,1.492,21.195,41.515,14.879,,0.0,36.765,22.048,107.854,2.749,28.24,3.671,4.78,0.304,36.765,22.048,26266.415,23141.09,14550.429,118.106,63957.934,2250.429,0.0,3639.143,235.086,739.564,295.958,3639.143
Australia,2012,2.573,43.881,0.0,80.543,6.213,19.898,7.979,80.543,32.844,1424.087,1504.631,1456.931,38.052,22.624,37.07,0.177,0.0,1.169,2.254,0.166,0.53,0.213,97.746,2.254,0.133,0.079,0.129,0.001,0.0,0.01,0.019,0.001,0.005,0.002,0.341,0.019,-6.35,-37.594,3.552,18.524,0.51,1.673,-3.337,-0.089,-1.207,-17.397,-13.485,-6.84,,0.0,-1.799,-1.476,17.257,0.914,19.375,3.229,19.625,1.309,-1.799,-1.476,24205.364,23580.122,14391.0,112.341,62176.486,1915.855,0.0,3516.576,271.252,868.747,348.382,3516.576
Australia,2013,3.124,48.872,0.0,94.082,9.85,23.705,8.53,94.082,38.651,1429.639,1523.721,1468.29,35.836,23.615,37.916,0.213,0.0,1.3,2.632,0.262,0.631,0.227,97.368,2.632,0.124,0.082,0.132,0.001,0.0,0.012,0.022,0.002,0.006,0.002,0.338,0.022,-5.091,-28.222,3.082,16.646,5.197,17.129,21.407,0.551,0.39,5.552,11.376,4.992,,0.0,16.809,13.538,58.55,3.638,19.136,3.808,6.899,0.551,16.809,13.538,22626.456,23940.045,14910.376,134.332,61476.878,2101.598,0.0,4045.673,423.578,1019.367,366.797,4045.673
Australia,2014,3.592,36.861,0.0,86.961,12.602,24.882,9.025,86.961,36.351,1452.054,1539.016,1488.406,35.059,25.007,37.491,0.241,0.0,0.973,2.442,0.333,0.657,0.238,97.558,2.442,0.122,0.087,0.131,0.001,0.0,0.009,0.02,0.003,0.006,0.002,0.34,0.02,-0.828,-4.356,0.234,1.301,7.346,25.47,14.978,0.468,1.568,22.415,-24.578,-12.012,,0.0,-7.568,-7.12,27.94,2.752,4.962,1.176,5.807,0.495,-7.568,-7.12,22114.362,23648.702,15773.983,152.217,61537.048,1562.123,0.0,3685.366,534.081,1054.465,382.481,3685.366
Australia,2015,2.628,35.636,0.0,93.176,15.673,29.935,9.305,93.176,38.421,1482.461,1575.638,1520.883,35.529,25.509,36.436,0.173,0.0,0.926,2.526,0.407,0.778,0.242,97.474,2.526,0.123,0.089,0.127,0.001,0.0,0.008,0.021,0.004,0.007,0.002,0.339,0.021,3.551,18.531,-0.694,-3.873,4.231,15.749,-26.835,-0.964,2.094,30.407,-3.323,-1.225,,0.0,7.147,6.215,24.367,3.071,20.309,5.053,3.096,0.279,7.147,6.215,22578.133,23154.794,16210.522,109.805,61943.448,1489.012,0.0,3893.293,654.893,1250.797,388.786,3893.293
Australia,2016,2.284,44.334,0.0,107.243,18.71,32.792,9.122,107.243,44.021,1475.03,1582.273,1519.051,35.548,24.931,36.623,0.15,0.0,1.161,2.898,0.49,0.858,0.239,97.102,2.898,0.123,0.086,0.127,0.001,0.0,0.01,0.024,0.004,0.007,0.002,0.336,0.024,-0.066,-0.354,0.392,2.172,-2.384,-9.249,-13.074,-0.344,-0.501,-7.431,24.41,8.699,,0.0,15.097,14.067,19.373,3.036,9.546,2.857,-1.958,-0.182,15.097,14.067,22256.248,22929.172,15608.695,94.15,60794.114,1827.267,0.0,4420.073,771.122,1351.547,375.986,4420.073
Australia,2017,2.029,33.749,0.0,100.004,22.294,33.027,8.904,100.004,41.219,1474.241,1574.245,1515.46,34.409,24.491,38.381,0.134,0.0,0.891,2.72,0.588,0.872,0.235,97.28,2.72,0.119,0.085,0.133,0.0,0.0,0.008,0.023,0.005,0.008,0.002,0.337,0.023,-3.434,-18.543,4.551,25.32,-1.998,-7.565,-11.166,-0.255,-0.053,-0.789,-23.875,-10.585,,0.0,-6.75,-7.239,19.158,3.584,0.716,0.235,-2.392,-0.218,-6.75,-7.239,21210.556,23658.843,15096.598,82.542,59965.996,1372.785,0.0,4067.738,906.823,1343.401,362.186,4067.738
Australia,2018,1.679,43.092,0.0,124.758,30.651,40.417,8.918,124.758,51.2,1457.775,1582.533,1508.975,33.716,23.742,39.149,0.111,0.0,1.149,3.393,0.817,1.078,0.238,96.607,3.393,0.116,0.081,0.134,0.0,0.0,0.01,0.028,0.007,0.009,0.002,0.332,0.028,-2.433,-12.685,1.565,9.101,-3.471,-12.882,-17.245,-0.35,-1.117,-16.466,27.684,9.343,,0.0,24.753,24.754,37.486,8.357,22.376,7.39,0.154,0.014,24.753,24.754,20433.969,23726.44,14389.114,67.448,58549.523,1730.749,0.0,5010.732,1231.059,1623.3,358.176,5010.732
Australia,2019,1.561,34.949,0.0,138.621,45.307,48.216,8.587,138.621,56.912,1493.91,1632.531,1550.822,31.422,27.141,37.767,0.101,0.0,0.91,3.67,1.18,1.256,0.224,96.33,3.67,0.107,0.093,0.129,0.0,0.0,0.008,0.031,0.01,0.011,0.002,0.329,0.031,-4.22,-21.472,-0.853,-5.041,17.487,62.648,-7.018,-0.118,2.479,36.135,-18.898,-8.143,,0.0,11.112,13.863,47.816,14.656,19.296,7.799,-3.712,-0.331,11.112,13.863,19334.678,23239.271,16700.659,61.956,59274.607,1386.69,0.0,5500.129,1797.682,1913.096,340.705,5500.129
Australia,2020,1.603,35.859,0.0,160.472,58.823,55.774,8.414,160.472,65.998,1386.359,1546.831,1452.357,32.299,28.16,34.997,0.11,0.0,1.001,4.544,1.642,1.557,0.235,95.456,4.544,0.109,0.095,0.118,0.0,0.0,0.008,0.037,0.014,0.013,0.002,0.323,0.037,-3.735,-18.201,-13.219,-77.426,-2.833,-11.924,2.654,0.041,-7.199,-107.551,2.603,0.91,,0.0,15.763,21.851,29.831,13.515,15.675,7.558,-2.014,-0.173,15.763,21.851,18395.968,19932.558,16038.754,62.86,54367.279,1406.232,0.0,6293.062,2306.786,2187.225,329.96,6293.062
Austria,1965,,44.675,0.0,44.675,0.0,0.0,0.0,44.675,,141.941,186.616,,,,,,,,,,,,,,0.114,0.034,0.126,,0.0,0.086,0.086,0.0,0.0,0.0,0.274,0.086,,,,,,,,,,,,,,,,,,,,,,,,,8092.225,8938.556,2399.492,,19430.273,6115.55,0.0,6115.55,0.0,0.0,0.0,6115.55
Austria,1966,,48.142,0.0,48.142,0.0,0.0,0.0,48.142,,147.078,195.219,,,,,,,,,,,,,,0.104,0.035,0.132,,0.0,0.089,0.089,0.0,0.0,0.0,0.271,0.089,-4.478,-2.647,9.941,6.491,7.373,1.292,,,3.619,5.136,7.76,3.467,,0.0,7.76,3.467,,0.0,,0.0,,0.0,7.76,3.467,7680.333,9764.225,2559.907,,20004.465,6547.897,0.0,6547.897,0.0,0.0,0.0,6547.897
Austria,1967,,49.161,0.0,49.161,0.0,0.0,0.0,49.161,,148.031,197.192,,,,,,,,,,,,,,0.098,0.033,0.14,,0.0,0.09,0.09,0.0,0.0,0.0,0.27,0.09,-5.342,-3.017,6.63,4.759,-4.194,-0.789,,,0.648,0.953,2.118,1.019,,0.0,2.118,1.019,,0.0,,0.0,,0.0,2.118,1.019,7225.866,10348.308,2437.649,,20011.823,6645.942,0.0,6645.942,0.0,0.0,0.0,6645.942
Austria,1968,,50.514,0.0,50.514,0.0,0.0,0.0,50.514,,160.469,210.983,,,,,,,,,,,,,,0.09,0.033,0.151,,0.0,0.086,0.086,0.0,0.0,0.0,0.274,0.086,-1.267,-0.677,15.569,11.918,6.64,1.197,,,8.402,12.438,2.752,1.353,,0.0,2.752,1.353,,0.0,,0.0,,0.0,2.752,1.353,7093.642,11891.28,2584.687,,21569.609,6789.889,0.0,6789.889,0.0,0.0,0.0,6789.889
Austria,1969,,46.439,0.0,46.439,0.0,0.0,0.0,46.439,,172.492,218.931,,,,,,,,,,,,,,0.085,0.038,0.16,,0.0,0.076,0.076,0.0,0.0,0.0,0.284,0.076,-1.587,-0.837,9.902,8.76,21.323,4.1,,,7.492,12.023,-8.067,-4.075,,0.0,-8.067,-4.075,,0.0,,0.0,,0.0,-8.067,-4.075,6943.987,12999.285,3119.149,,23062.421,6208.96,0.0,6208.96,0.0,0.0,0.0,6208.96
Austria,1970,,59.138,0.0,59.138,0.0,0.0,0.0,59.138,,191.196,250.334,,,,,,,,,,,,,,0.08,0.041,0.154,,0.0,0.085,0.085,0.0,0.0,0.0,0.275,0.085,7.543,3.918,10.098,9.818,21.299,4.969,,,10.844,18.704,27.346,12.699,,0.0,27.346,12.699,,0.0,,0.0,,0.0,27.346,12.699,7431.139,14241.663,3764.919,,25437.721,7868.046,0.0,7868.046,0.0,0.0,0.0,7868.046
Austria,1971,,46.723,0.0,46.723,0.0,0.0,0.0,46.723,,203.347,250.07,,,,,,,,,,,,,,0.074,0.047,0.172,,0.0,0.067,0.067,0.0,0.0,0.0,0.293,0.067,-8.273,-4.621,11.737,12.563,14.873,4.209,,,6.356,12.151,-20.994,-12.416,,0.0,-20.994,-12.416,,0.0,,0.0,,0.0,-20.994,-12.416,6785.61,15841.292,4305.326,,26932.227,6188.138,0.0,6188.138,0.0,0.0,0.0,6188.138
Austria,1972,,48.021,0.0,48.021,0.0,0.0,0.0,48.021,,210.707,258.728,,,,,,,,,,,,,,0.065,0.049,0.18,,0.0,0.067,0.067,0.0,0.0,0.0,0.293,0.067,-9.329,-4.78,7.956,9.516,8.069,2.623,,,3.619,7.359,2.779,1.299,,0.0,2.779,1.299,,0.0,,0.0,,0.0,2.779,1.299,6127.581,17032.177,4633.851,,27793.609,6334.308,0.0,6334.308,0.0,0.0,0.0,6334.308
Austria,1973,,53.359,0.0,53.359,0.0,0.0,0.0,53.359,,224.709,278.068,,,,,,,,,,,,,,0.06,0.05,0.181,,0.0,0.069,0.069,0.0,0.0,0.0,0.291,0.069,-0.612,-0.284,8.368,10.805,9.91,3.481,,,6.645,14.002,11.115,5.338,,0.0,11.115,5.338,,0.0,,0.0,,0.0,11.115,5.338,6069.325,18394.464,5075.705,,29539.494,7014.39,0.0,7014.39,0.0,0.0,0.0,7014.39
Austria,1974,,63.089,0.0,63.089,0.0,0.0,0.0,63.089,,215.803,278.892,,,,,,,,,,,,,,0.063,0.054,0.162,,0.0,0.081,0.081,0.0,0.0,0.0,0.279,0.081,5.53,2.553,-10.506,-14.7,8.393,3.241,,,-3.963,-8.906,18.236,9.731,,0.0,18.236,9.731,,0.0,,0.0,,0.0,18.236,9.731,6388.797,16420.537,5487.859,,28297.193,8272.633,0.0,8272.633,0.0,0.0,0.0,8272.633
Austria,1975,,66.098,0.0,66.098,0.0,0.0,0.0,66.098,,210.702,276.799,,,,,,,,,,,,,,0.055,0.054,0.165,,0.0,0.086,0.086,0.0,0.0,0.0,0.274,0.086,-13.099,-6.382,1.063,1.332,-0.12,-0.05,,,-2.364,-5.101,4.768,3.008,,0.0,4.768,3.008,,0.0,,0.0,,0.0,4.768,3.008,5543.641,16570.38,5473.078,,27587.099,8654.17,0.0,8654.17,0.0,0.0,0.0,8654.17
Austria,1976,,57.127,0.0,57.127,0.0,0.0,0.0,57.127,,230.082,287.208,,,,,,,,,,,,,,0.056,0.06,0.172,,0.0,0.072,0.072,0.0,0.0,0.0,0.288,0.072,6.423,2.719,8.575,10.852,13.895,5.808,,,9.198,19.38,-13.572,-8.971,,0.0,-13.572,-8.971,,0.0,,0.0,,0.0,-13.572,-8.971,5897.328,17984.013,6231.079,,30112.42,7476.58,0.0,7476.58,0.0,0.0,0.0,7476.58
Austria,1977,,69.224,0.0,69.224,0.0,0.0,0.0,69.224,,217.907,287.132,,,,,,,,,,,,,,0.047,0.061,0.165,,0.0,0.087,0.087,0.0,0.0,0.0,0.273,0.087,-16.111,-7.26,-4.239,-5.825,1.912,0.91,,,-5.291,-12.174,21.177,12.098,,0.0,21.177,12.098,,0.0,,0.0,,0.0,21.177,12.098,4949.905,17231.112,6353.685,,28534.701,9064.865,0.0,9064.865,0.0,0.0,0.0,9064.865
Austria,1978,,69.28,0.0,69.28,0.0,0.0,0.0,69.28,,230.44,299.72,,,,,,,,,,,,,,0.046,0.061,0.17,,0.0,0.083,0.083,0.0,0.0,0.0,0.277,0.083,1.592,0.602,7.587,9.983,4.015,1.948,,,5.752,12.533,0.08,0.056,,0.0,0.08,0.056,,0.0,,0.0,,0.0,0.08,0.056,5034.537,18559.81,6616.394,,30210.741,9082.619,0.0,9082.619,0.0,0.0,0.0,9082.619
Austria,1979,,78.047,0.0,78.047,0.0,0.0,0.0,78.047,,239.135,317.182,,,,,,,,,,,,,,0.047,0.057,0.167,,0.0,0.089,0.089,0.0,0.0,0.0,0.271,0.089,8.551,3.284,4.125,5.839,-0.848,-0.428,,,3.773,8.695,12.654,8.767,,0.0,12.654,8.767,,0.0,,0.0,,0.0,12.654,8.767,5472.143,19350.373,6568.807,,31391.324,10245.199,0.0,10245.199,0.0,0.0,0.0,10245.199
Austria,1980,,80.861,0.0,80.861,0.0,0.0,0.0,80.861,,234.796,315.657,,,,,,,,,,,,,,0.049,0.055,0.164,,0.0,0.092,0.092,0.0,0.0,0.0,0.268,0.092,2.755,1.149,-2.389,-3.521,-3.93,-1.966,,,-1.814,-4.339,3.606,2.814,,0.0,3.606,2.814,,0.0,,0.0,,0.0,3.606,2.814,5628.931,18908.317,6317.424,,30854.671,10625.96,0.0,10625.96,0.0,0.0,0.0,10625.96
Austria,1981,,85.687,0.0,85.687,0.0,0.0,0.0,85.687,,220.305,305.992,,,,,,,,,,,,,,0.052,0.054,0.154,,0.0,0.101,0.101,0.0,0.0,0.0,0.259,0.101,2.37,1.015,-9.213,-13.257,-4.68,-2.25,,,-6.172,-14.491,5.968,4.826,,0.0,5.968,4.826,,0.0,,0.0,,0.0,5.968,4.826,5766.318,17178.09,6025.914,,28970.322,11267.917,0.0,11267.917,0.0,0.0,0.0,11267.917
Austria,1982,,85.823,0.0,85.823,0.0,0.0,0.0,85.823,,209.962,295.785,,,,,,,,,,,,,,0.051,0.054,0.151,,0.0,0.104,0.104,0.0,0.0,0.0,0.256,0.104,-4.89,-2.144,-5.152,-6.73,-3.205,-1.469,,,-4.695,-10.343,0.159,0.136,,0.0,0.159,0.136,,0.0,,0.0,,0.0,0.159,0.136,5486.006,16298.08,5834.552,,27618.639,11289.283,0.0,11289.283,0.0,0.0,0.0,11289.283
Austria,1983,,85.018,0.0,85.018,0.0,0.0,0.0,85.018,,209.993,295.01,,,,,,,,,,,,,,0.054,0.055,0.147,,0.0,0.104,0.104,0.0,0.0,0.0,0.256,0.104,7.074,2.95,-3.084,-3.821,2.033,0.902,,,0.015,0.031,-0.939,-0.806,,0.0,-0.939,-0.806,,0.0,,0.0,,0.0,-0.939,-0.806,5873.377,15793.542,5952.453,,27619.372,11181.961,0.0,11181.961,0.0,0.0,0.0,11181.961
Austria,1984,,74.582,0.0,74.582,0.0,0.0,0.0,74.582,,218.075,292.657,,,,,,,,,,,,,,0.063,0.062,0.144,,0.0,0.092,0.092,0.0,0.0,0.0,0.268,0.092,13.952,6.231,-2.733,-3.281,11.342,5.133,,,3.849,8.082,-12.274,-10.435,,0.0,-12.274,-10.435,,0.0,,0.0,,0.0,-12.274,-10.435,6689.161,15353.492,6623.895,,28666.548,9804.033,0.0,9804.033,0.0,0.0,0.0,9804.033
Austria,1985,,85.487,0.0,85.487,0.0,0.0,0.0,85.487,,221.793,307.279,,,,,,,,,,,,,,0.06,0.063,0.137,,0.0,0.1,0.1,0.0,0.0,0.0,0.26,0.1,-0.14,-0.071,0.16,0.187,7.148,3.602,,,1.705,3.718,14.621,10.904,,0.0,14.621,10.904,,0.0,,0.0,,0.0,14.621,10.904,6673.13,15362.83,7090.288,,29126.248,11226.264,0.0,11226.264,0.0,0.0,0.0,11226.264
Austria,1986,,85.844,0.0,89.421,0.0,0.0,3.576,89.421,,220.942,310.363,,,,,,,,,,,,,,0.053,0.061,0.143,,0.0,0.1,0.104,0.0,0.0,0.004,0.256,0.104,-10.848,-5.513,5.327,6.232,-2.908,-1.57,,,-0.383,-0.85,0.418,0.358,,0.0,4.602,3.934,,0.0,,0.0,,3.576,4.602,3.934,5941.008,16158.953,6874.569,,28974.531,11257.687,0.0,11726.698,0.0,0.0,469.011,11726.698
Austria,1987,,98.3,0.0,100.816,0.0,0.0,2.516,100.816,,226.486,327.302,,,,,,,,,,,,,,0.049,0.06,0.14,,0.0,0.108,0.111,0.0,0.0,0.003,0.249,0.111,-0.801,-0.363,2.956,3.642,4.32,2.265,,,2.509,5.544,14.51,12.456,,0.0,12.744,11.396,,0.0,,0.0,-29.645,-1.06,12.744,11.396,5882.631,16606.181,7158.438,,29647.25,12867.592,0.0,13196.96,0.0,0.0,329.368,13196.96
Austria,1988,,98.067,0.0,100.975,0.0,0.0,2.908,100.975,,221.397,322.372,,,,,,,,,,,,,,0.048,0.058,0.141,,0.0,0.11,0.113,0.0,0.0,0.003,0.247,0.113,-4.24,-1.906,-0.696,-0.882,-4.207,-2.301,,,-2.247,-5.089,-0.237,-0.233,,0.0,0.158,0.159,,0.0,,0.0,15.582,0.392,0.158,0.159,5618.845,16448.68,6839.804,,28907.329,12804.391,0.0,13184.112,0.0,0.0,379.72,13184.112
Austria,1989,,97.451,0.0,100.519,0.0,0.0,3.068,100.519,,223.71,324.229,,,,,,,,,,,,,,0.048,0.062,0.138,,0.0,0.108,0.112,0.0,0.0,0.003,0.248,0.112,0.451,0.194,-1.394,-1.756,7.397,3.875,,,1.045,2.313,-0.628,-0.616,,0.0,-0.452,-0.456,,0.0,,0.0,5.491,0.16,-0.452,-0.456,5623.851,16160.967,7319.248,,29104.065,12678.132,0.0,13077.259,0.0,0.0,399.128,13077.259
Austria,1990,0.074,87.525,0.0,90.772,0.0,0.0,3.174,90.772,32.725,238.275,329.048,271.001,17.58,22.854,47.491,0.027,0.0,11.627,12.076,0.0,0.0,0.422,87.924,12.076,0.052,0.068,0.141,0.0,0.0,0.096,0.099,0.0,0.0,0.003,0.261,0.099,10.207,4.413,3.604,4.477,10.087,5.675,,,6.511,14.565,-10.186,-9.926,,0.0,-9.696,-9.747,,0.0,,0.0,3.444,0.106,-9.696,-9.747,6167.902,16662.423,8018.555,9.552,30848.881,11331.641,0.0,11752.066,0.0,0.0,410.874,11752.066
Austria,1991,0.082,87.343,0.0,90.83,0.0,0.0,3.405,90.83,32.751,254.541,345.371,287.292,17.394,22.856,48.35,0.029,0.0,10.945,11.4,0.0,0.0,0.427,88.6,11.4,0.052,0.068,0.145,0.0,0.0,0.091,0.095,0.0,0.0,0.004,0.265,0.095,4.894,2.332,7.929,10.205,6.021,3.729,10.994,0.008,6.827,16.266,-0.208,-0.182,,0.0,0.063,0.057,,0.0,,0.0,7.295,0.232,0.063,0.057,6429.204,17870.861,8448.063,10.536,32748.128,11237.134,0.0,11685.753,0.0,0.0,438.084,11685.753
